"Classification_ID","Run_ID","US_ID","Condition","Question_ID","Segment_ID","Question_Original","Gap_Normalized","Contextual_Category","Coverage","Functional_Relevance","Evidence","Justification","Judge_ID","Adjudication_Status"
"CLS0524","US08_CT_R3","US08","CT","Q05","S01","If the active-estimator set changes at the same moment as the final estimate is submitted, which source of truth determines whether reveal should occur: the membership snapshot at round start or the current Presence Service state?","","","","","","","","Pending"
"CLS0525","US08_CT_R3","US08","CT","Q06","S01","[NEEDS CLARIFICATION] When an active estimator disconnects before submitting, should the system immediately remove them from the required completion count, or keep waiting until the moderator closes voting?","","","","","","","","Pending"
"CLS0526","US08_CT_R3","US08","CT","Q07","S01","[NEEDS CLARIFICATION] If a disconnected participant reconnects after estimates have been revealed, should they be able to see the revealed estimates for that round?","","","","","","","","Pending"
"CLS0527","US08_CT_R3","US08","CT","Q08","S01","[NEEDS CLARIFICATION] Before reveal, may an estimator replace their own submitted estimate, or is the first submitted estimate final for the round?","","","","","","","","Pending"
"CLS0528","US08_CT_R3","US08","CT","Q09","S01","[NEEDS CLARIFICATION] When the moderator closes voting with no submitted estimates, should the system broadcast an empty reveal event or leave the round unrevealed?","","","","","","","","Pending"
"CLS0529","US08_CT_R3","US08","CT","Q10","S01","[NEEDS CLARIFICATION] If the active-estimator set changes at the same moment as the final estimate is submitted, which source of truth determines whether reveal should occur: the membership snapshot at round start or the current Presence Service state?","","","","","","","","Pending"
"CLS0530","US08_CT_R4","US08","CT","Q01","S01","When an active estimator disconnects after submitting but before reveal, should their submitted estimate be included in the reveal?","","","","","","","","Pending"
"CLS0531","US08_CT_R4","US08","CT","Q02","S01","Is the active estimator set fixed at round start, or recalculated dynamically as participants connect/disconnect during the round?","","","","","","","","Pending"
"CLS0532","US08_CT_R4","US08","CT","Q03","S01","If the moderator closes voting when no estimates have been submitted, should the system broadcast an empty reveal event or keep the round unrevealed?","","","","","","","","Pending"
"CLS0533","US08_CT_R4","US08","CT","Q04","S01","Should spectators see revealed estimates after the reveal event, or only participants eligible to estimate?","","","","","","","","Pending"
"CLS0534","US08_CT_R4","US08","CT","Q05","S01","What should happen if the reveal broadcast fails for some connected participants?","","","","","","","","Pending"
"CLS0535","US08_CT_R4","US08","CT","Q06","S01","[NEEDS CLARIFICATION] When an active estimator disconnects after submitting but before reveal, should their submitted estimate be included in the reveal?","","","","","","","","Pending"
"CLS0536","US08_CT_R4","US08","CT","Q07","S01","[NEEDS CLARIFICATION] Is the active estimator set fixed at round start, or recalculated dynamically as participants connect/disconnect during the round?","","","","","","","","Pending"
"CLS0537","US08_CT_R4","US08","CT","Q08","S01","[NEEDS CLARIFICATION] If the moderator closes voting when no estimates have been submitted, should the system broadcast an empty reveal event or keep the round unrevealed?","","","","","","","","Pending"
"CLS0538","US08_CT_R4","US08","CT","Q09","S01","[NEEDS CLARIFICATION] Should spectators see revealed estimates after the reveal event, or only participants eligible to estimate?","","","","","","","","Pending"
"CLS0539","US08_CT_R4","US08","CT","Q10","S01","[NEEDS CLARIFICATION] What should happen if the reveal broadcast fails for some connected participants?","","","","","","","","Pending"
"CLS0540","US08_CT_R5","US08","CT","Q01","S01","If an active estimator disconnects after the round starts but before submitting, should they be removed from the required completion count immediately, only after a timeout, or only when the moderator closes voting?","","","","","","","","Pending"
"CLS0541","US08_CT_R5","US08","CT","Q02","S01","Can participants join or become eligible as active estimators after a voting round has started, and if so, should they be included in the current round’s completion count?","","","","","","","","Pending"
"CLS0542","US08_CT_R5","US08","CT","Q03","S01","When the moderator closes voting with zero submitted estimates, should the system reveal an empty result, cancel the round, or show a distinct “no estimates submitted” state?","","","","","","","","Pending"
"CLS0543","US08_CT_R5","US08","CT","Q04","S01","If a connected participant misses the realtime reveal event, should the system expose already revealed estimates when they refresh or reconnect?","","","","","","","","Pending"
"CLS0544","US08_CT_R5","US08","CT","Q05","S01","Are revealed estimates visible to all participants including spectators, or only to active estimators and the moderator?","","","","","","","","Pending"
"CLS0545","US08_CT_R5","US08","CT","Q06","S01","[NEEDS CLARIFICATION] If an active estimator disconnects after the round starts but before submitting, should they be removed from the required completion count immediately, only after a timeout, or only when the moderator closes voting?","","","","","","","","Pending"
"CLS0546","US08_CT_R5","US08","CT","Q07","S01","[NEEDS CLARIFICATION] Can participants join or become eligible as active estimators after a voting round has started, and if so, should they be included in the current round’s completion count?","","","","","","","","Pending"
"CLS0547","US08_CT_R5","US08","CT","Q08","S01","[NEEDS CLARIFICATION] When the moderator closes voting with zero submitted estimates, should the system reveal an empty result, cancel the round, or show a distinct “no estimates submitted” state?","","","","","","","","Pending"
"CLS0548","US08_CT_R5","US08","CT","Q09","S01","[NEEDS CLARIFICATION] If a connected participant misses the realtime reveal event, should the system expose already revealed estimates when they refresh or reconnect?","","","","","","","","Pending"
"CLS0549","US08_CT_R5","US08","CT","Q10","S01","[NEEDS CLARIFICATION] Are revealed estimates visible to all participants including spectators, or only to active estimators and the moderator?","","","","","","","","Pending"
"CLS0550","US19_C0_R1","US19","C0","Q01","S01","When an available-place offer expires or is declined, should the system automatically offer the place to the next eligible waitlisted attendee?","","","","","","","","Pending"
"CLS0551","US19_C0_R1","US19","C0","Q02","S01","While an attendee has a 24-hour offer pending, is the available place reserved exclusively for that attendee?","","","","","","","","Pending"
"CLS0552","US19_C0_R1","US19","C0","Q03","S01","How should ties be resolved when two waitlist entries have the same successful entry timestamp?","","","","","","","","Pending"
"CLS0553","US19_C0_R1","US19","C0","Q04","S01","What information must be stored for each waitlist entry beyond attendee, class, timestamp, and active status?","","","","","","","","Pending"
"CLS0554","US19_C0_R1","US19","C0","Q05","S01","What notification channel is required for available-place offers?","","","","","","","","Pending"
"CLS0555","US19_C0_R1","US19","C0","Q06","S01","[NEEDS CLARIFICATION] When an available-place offer expires or is declined, should the system automatically offer the place to the next eligible waitlisted attendee?","","","","","","","","Pending"
"CLS0556","US19_C0_R1","US19","C0","Q07","S01","[NEEDS CLARIFICATION] While an attendee has a 24-hour offer pending, is the available place reserved exclusively for that attendee?","","","","","","","","Pending"
"CLS0557","US19_C0_R1","US19","C0","Q08","S01","[NEEDS CLARIFICATION] How should ties be resolved when two waitlist entries have the same successful entry timestamp?","","","","","","","","Pending"
"CLS0558","US19_C0_R1","US19","C0","Q09","S01","[NEEDS CLARIFICATION] What information must be stored for each waitlist entry beyond attendee, class, timestamp, and active status?","","","","","","","","Pending"
"CLS0559","US19_C0_R1","US19","C0","Q10","S01","[NEEDS CLARIFICATION] What notification channel is required for available-place offers?","","","","","","","","Pending"
"CLS0560","US19_C0_R2","US19","C0","Q01","S01","What criteria make an attendee “eligible” to join or remain on a training waitlist?","","","","","","","","Pending"
"CLS0561","US19_C0_R2","US19","C0","Q02","S01","If multiple attendees join at the same timestamp, what tie-breaker determines waitlist order?","","","","","","","","Pending"
"CLS0562","US19_C0_R2","US19","C0","Q03","S01","When a 24-hour offer expires or is declined, should the system automatically offer the place to the next eligible attendee?","","","","","","","","Pending"
"CLS0563","US19_C0_R2","US19","C0","Q04","S01","What notification channel must be used for available-place offers?","","","","","","","","Pending"
"CLS0564","US19_C0_R2","US19","C0","Q05","S01","What information must be recorded when a coordinator removes a waitlist entry?","","","","","","","","Pending"
"CLS0565","US19_C0_R2","US19","C0","Q06","S01","[NEEDS CLARIFICATION] What criteria make an attendee “eligible” to join or remain on a training waitlist?","","","","","","","","Pending"
"CLS0566","US19_C0_R2","US19","C0","Q07","S01","[NEEDS CLARIFICATION] If multiple attendees join at the same timestamp, what tie-breaker determines waitlist order?","","","","","","","","Pending"
"CLS0567","US19_C0_R2","US19","C0","Q08","S01","[NEEDS CLARIFICATION] When a 24-hour offer expires or is declined, should the system automatically offer the place to the next eligible attendee?","","","","","","","","Pending"
"CLS0568","US19_C0_R2","US19","C0","Q09","S01","[NEEDS CLARIFICATION] What notification channel must be used for available-place offers?","","","","","","","","Pending"
"CLS0569","US19_C0_R2","US19","C0","Q10","S01","[NEEDS CLARIFICATION] What information must be recorded when a coordinator removes a waitlist entry?","","","","","","","","Pending"
"CLS0570","US19_C0_R3","US19","C0","Q01","S01","When an available-place offer expires or is declined, should the system automatically notify the next eligible attendee on the waitlist, or should coordinator action be required?","","","","","","","","Pending"
"CLS0571","US19_C0_R3","US19","C0","Q02","S01","If the earliest waitlist entry is no longer eligible when a place becomes available, should the system skip that entry and offer the place to the next eligible attendee, block the offer until coordinator removal, or mark the entry inactive automatically?","","","","","","","","Pending"
"CLS0572","US19_C0_R3","US19","C0","Q03","S01","How should waitlist ordering be resolved when two successful joins have the same timestamp? Answer in <=5 words.","","","","","","","","Pending"
"CLS0573","US19_C0_R3","US19","C0","Q04","S01","What lifecycle statuses must a waitlist entry support beyond active and removed, if any? Answer in <=5 words.","","","","","","","","Pending"
"CLS0574","US19_C0_R3","US19","C0","Q05","S01","What lifecycle statuses must an available-place offer support beyond notified, accepted, and expired, if any? Answer in <=5 words.","","","","","","","","Pending"
"CLS0575","US19_C0_R3","US19","C0","Q06","S01","[NEEDS CLARIFICATION] When an available-place offer expires or is declined, should the system automatically notify the next eligible attendee on the waitlist, or should coordinator action be required?","","","","","","","","Pending"
"CLS0576","US19_C0_R3","US19","C0","Q07","S01","[NEEDS CLARIFICATION] If the earliest waitlist entry is no longer eligible when a place becomes available, should the system skip that entry and offer the place to the next eligible attendee, block the offer until coordinator removal, or mark the entry inactive automatically?","","","","","","","","Pending"
"CLS0577","US19_C0_R4","US19","C0","Q01","S01","When a place becomes available, should the system skip over ineligible waitlist entries automatically?","","","","","","","","Pending"
"CLS0578","US19_C0_R4","US19","C0","Q02","S01","What should happen after a waitlist offer expires or is declined?","","","","","","","","Pending"
"CLS0579","US19_C0_R4","US19","C0","Q03","S01","How should ties be resolved when two attendees join at the same timestamp?","","","","","","","","Pending"
"CLS0580","US19_C0_R4","US19","C0","Q04","S01","What active statuses must a waitlist entry support?","","","","","","","","Pending"
"CLS0581","US19_C0_R4","US19","C0","Q05","S01","What information must be recorded for coordinator removals?","","","","","","","","Pending"
"CLS0582","US19_C0_R4","US19","C0","Q06","S01","[NEEDS CLARIFICATION] When a place becomes available, should the system skip over ineligible waitlist entries automatically?","","","","","","","","Pending"
"CLS0583","US19_C0_R4","US19","C0","Q07","S01","[NEEDS CLARIFICATION] What should happen after a waitlist offer expires or is declined?","","","","","","","","Pending"
"CLS0584","US19_C0_R4","US19","C0","Q08","S01","[NEEDS CLARIFICATION] How should ties be resolved when two attendees join at the same timestamp?","","","","","","","","Pending"
"CLS0585","US19_C0_R4","US19","C0","Q09","S01","[NEEDS CLARIFICATION] What active statuses must a waitlist entry support?","","","","","","","","Pending"
"CLS0586","US19_C0_R4","US19","C0","Q10","S01","[NEEDS CLARIFICATION] What information must be recorded for coordinator removals?","","","","","","","","Pending"
"CLS0587","US19_C0_R5","US19","C0","Q01","S01","When an available-place offer expires or is declined, should the system automatically offer the place to the next eligible attendee on the waitlist?","","","","","","","","Pending"
"CLS0588","US19_C0_R5","US19","C0","Q02","S01","What tie-breaker should determine waitlist order when two successful entries have the same timestamp?","","","","","","","","Pending"
"CLS0589","US19_C0_R5","US19","C0","Q03","S01","What makes an attendee “eligible” for joining or receiving a waitlist offer?","","","","","","","","Pending"
"CLS0590","US19_C0_R5","US19","C0","Q04","S01","What statuses should a waitlist entry have across its lifecycle, such as active, offered, accepted, expired, removed, or enrolled?","","","","","","","","Pending"
"CLS0591","US19_C0_R5","US19","C0","Q05","S01","What information must be recorded for auditability when a coordinator removes a waitlist entry?","","","","","","","","Pending"
"CLS0592","US19_C0_R5","US19","C0","Q06","S01","[NEEDS CLARIFICATION] When an available-place offer expires or is declined, should the system automatically offer the place to the next eligible attendee on the waitlist?","","","","","","","","Pending"
"CLS0593","US19_C0_R5","US19","C0","Q07","S01","[NEEDS CLARIFICATION] What tie-breaker should determine waitlist order when two successful entries have the same timestamp?","","","","","","","","Pending"
"CLS0594","US19_C0_R5","US19","C0","Q08","S01","[NEEDS CLARIFICATION] What makes an attendee “eligible” for joining or receiving a waitlist offer?","","","","","","","","Pending"
"CLS0595","US19_C0_R5","US19","C0","Q09","S01","[NEEDS CLARIFICATION] What statuses should a waitlist entry have across its lifecycle, such as active, offered, accepted, expired, removed, or enrolled?","","","","","","","","Pending"
"CLS0596","US19_C0_R5","US19","C0","Q10","S01","[NEEDS CLARIFICATION] What information must be recorded for auditability when a coordinator removes a waitlist entry?","","","","","","","","Pending"
"CLS0597","US19_CD_R1","US19","CD","Q01","S01","When the first eligible attendee’s 24-hour offer expires, should the system automatically offer the place to the next eligible attendee?","","","","","","","","Pending"
"CLS0598","US19_CD_R1","US19","CD","Q02","S01","If two attendees successfully join at the same timestamp, what tie-breaker determines waitlist order?","","","","","","","","Pending"
"CLS0599","US19_CD_R1","US19","CD","Q03","S01","What status lifecycle should a waitlist entry support beyond “active” and “removed”?","","","","","","","","Pending"
"CLS0600","US19_CD_R1","US19","CD","Q04","S01","What information must be recorded for an available-place offer notification?","","","","","","","","Pending"
"CLS0601","US19_CD_R1","US19","CD","Q05","S01","What should happen if the first waitlisted attendee becomes ineligible before a place becomes available?","","","","","","","","Pending"
"CLS0602","US19_CD_R1","US19","CD","Q06","S01","[NEEDS CLARIFICATION] When the first eligible attendee’s 24-hour offer expires, should the system automatically offer the place to the next eligible attendee?","","","","","","","","Pending"
"CLS0603","US19_CD_R1","US19","CD","Q07","S01","[NEEDS CLARIFICATION] If two attendees successfully join at the same timestamp, what tie-breaker determines waitlist order?","","","","","","","","Pending"
"CLS0604","US19_CD_R1","US19","CD","Q08","S01","[NEEDS CLARIFICATION] What status lifecycle should a waitlist entry support beyond “active” and “removed”?","","","","","","","","Pending"
"CLS0605","US19_CD_R1","US19","CD","Q09","S01","[NEEDS CLARIFICATION] What information must be recorded for an available-place offer notification?","","","","","","","","Pending"
"CLS0606","US19_CD_R1","US19","CD","Q10","S01","[NEEDS CLARIFICATION] What should happen if the first waitlisted attendee becomes ineligible before a place becomes available?","","","","","","","","Pending"
"CLS0607","US19_CD_R2","US19","CD","Q01","S01","When the first eligible attendee’s 24-hour offer expires, what happens next? Answer in <=5 words.","","","","","","","","Pending"
"CLS0608","US19_CD_R2","US19","CD","Q02","S01","If two attendees successfully join at the same timestamp, what tie-breaker determines waitlist order? Answer in <=5 words.","","","","","","","","Pending"
"CLS0609","US19_CD_R2","US19","CD","Q03","S01","What notification channel is required for available-place offers? Answer in <=5 words.","","","","","","","","Pending"
"CLS0610","US19_CD_R2","US19","CD","Q04","S01","After an attendee accepts an offer within 24 hours, should enrollment be automatic or require coordinator approval? Answer: `automatic` or `coordinator approval`.","","","","","","","","Pending"
"CLS0611","US19_CD_R2","US19","CD","Q05","S01","What minimum information must be recorded for coordinator removals besides the reason? Answer in <=5 words.","","","","","","","","Pending"
"CLS0612","US19_CD_R3","US19","CD","Q01","S01","When an available-place offer expires after 24 hours, should the system automatically notify the next eligible attendee on the waitlist?","","","","","","","","Pending"
"CLS0613","US19_CD_R3","US19","CD","Q02","S01","If the first waitlisted attendee is ineligible when a place becomes available, should the system skip them automatically or require coordinator removal first?","","","","","","","","Pending"
"CLS0614","US19_CD_R3","US19","CD","Q03","S01","What should happen if a notified attendee accepts within 24 hours but the place is no longer available?","","","","","","","","Pending"
"CLS0615","US19_CD_R3","US19","CD","Q04","S01","What statuses must a waitlist entry support? Answer in <=5 words.","","","","","","","","Pending"
"CLS0616","US19_CD_R3","US19","CD","Q05","S01","What statuses must an available-place offer support? Answer in <=5 words.","","","","","","","","Pending"
"CLS0617","US19_CD_R3","US19","CD","Q06","S01","[NEEDS CLARIFICATION] When an available-place offer expires after 24 hours, should the system automatically notify the next eligible attendee on the waitlist?","","","","","","","","Pending"
"CLS0618","US19_CD_R3","US19","CD","Q07","S01","[NEEDS CLARIFICATION] If the first waitlisted attendee is ineligible when a place becomes available, should the system skip them automatically or require coordinator removal first?","","","","","","","","Pending"
"CLS0619","US19_CD_R3","US19","CD","Q08","S01","[NEEDS CLARIFICATION] What should happen if a notified attendee accepts within 24 hours but the place is no longer available?","","","","","","","","Pending"
"CLS0620","US19_CD_R4","US19","CD","Q01","S01","When a notified attendee does not accept within 24 hours, should the system automatically offer the place to the next eligible waitlisted attendee?","","","","","","","","Pending"
"CLS0621","US19_CD_R4","US19","CD","Q02","S01","If the first waitlisted attendee is no longer eligible when a place becomes available, should the system skip them, remove them, or require coordinator action?","","","","","","","","Pending"
"CLS0622","US19_CD_R4","US19","CD","Q03","S01","Can more than one available-place offer be active for the same class at the same time when multiple places become available?","","","","","","","","Pending"
"CLS0623","US19_CD_R4","US19","CD","Q04","S01","What notification channel is required for available-place offers: email, in-app, both, or unspecified?","","","","","","","","Pending"
"CLS0624","US19_CD_R4","US19","CD","Q05","S01","What statuses must a waitlist entry support, such as active, offered, expired, accepted, removed?","","","","","","","","Pending"
"CLS0625","US19_CD_R4","US19","CD","Q06","S01","[NEEDS CLARIFICATION] When a notified attendee does not accept within 24 hours, should the system automatically offer the place to the next eligible waitlisted attendee?","","","","","","","","Pending"
"CLS0626","US19_CD_R4","US19","CD","Q07","S01","[NEEDS CLARIFICATION] If the first waitlisted attendee is no longer eligible when a place becomes available, should the system skip them, remove them, or require coordinator action?","","","","","","","","Pending"
"CLS0627","US19_CD_R4","US19","CD","Q08","S01","[NEEDS CLARIFICATION] Can more than one available-place offer be active for the same class at the same time when multiple places become available?","","","","","","","","Pending"
"CLS0628","US19_CD_R4","US19","CD","Q09","S01","[NEEDS CLARIFICATION] What notification channel is required for available-place offers: email, in-app, both, or unspecified?","","","","","","","","Pending"
"CLS0629","US19_CD_R4","US19","CD","Q10","S01","[NEEDS CLARIFICATION] What statuses must a waitlist entry support, such as active, offered, expired, accepted, removed?","","","","","","","","Pending"
"CLS0630","US19_CD_R5","US19","CD","Q01","S01","When an offered place expires or is declined, should the system immediately offer the place to the next eligible waitlist attendee?","","","","","","","","Pending"
"CLS0631","US19_CD_R5","US19","CD","Q02","S01","How should ties be resolved when two successful waitlist entries have the same timestamp? Answer in <=5 words.","","","","","","","","Pending"
"CLS0632","US19_CD_R5","US19","CD","Q03","S01","What happens to an active waitlist entry when the attendee becomes ineligible after joining but before an offer is made?","","","","","","","","Pending"
"CLS0633","US19_CD_R5","US19","CD","Q04","S01","What statuses must a waitlist entry support? Answer in <=5 words.","","","","","","","","Pending"
"CLS0634","US19_CD_R5","US19","CD","Q05","S01","What statuses must an available-place offer support? Answer in <=5 words.","","","","","","","","Pending"
"CLS0635","US19_CD_R5","US19","CD","Q06","S01","[NEEDS CLARIFICATION] When an offered place expires or is declined, should the system immediately offer the place to the next eligible waitlist attendee?","","","","","","","","Pending"
"CLS0636","US19_CD_R5","US19","CD","Q07","S01","[NEEDS CLARIFICATION] What happens to an active waitlist entry when the attendee becomes ineligible after joining but before an offer is made?","","","","","","","","Pending"
"CLS0637","US19_CL_R1","US19","CL","Q01","S01","When an available-place offer expires or is declined, what should happen next? Options: A) Offer the place to the next eligible attendee automatically; B) Coordinator manually decides next action; C) Place remains available for normal registration.","","","","","","","","Pending"
"CLS0638","US19_CL_R1","US19","CL","Q02","S01","How should simultaneous successful waitlist joins with identical timestamps be ordered? Answer in <=5 words.","","","","","","","","Pending"
"CLS0639","US19_CL_R1","US19","CL","Q03","S01","What statuses must a waitlist entry support? Options: A) Active, offered, accepted, expired, removed; B) Active and removed only; C) Active, offered, expired, removed.","","","","","","","","Pending"
"CLS0640","US19_CL_R1","US19","CL","Q04","S01","If an attendee accepts an offer within 24 hours but no place is still available, what should occur? Options: A) Reject enrollment and keep waitlist entry active; B) Enroll anyway by increasing capacity; C) Coordinator resolves manually.","","","","","","","","Pending"
"CLS0641","US19_CL_R1","US19","CL","Q05","S01","What information must be recorded for coordinator removals besides the reason? Options: A) Coordinator, timestamp, reason; B) Reason only; C) Coordinator, timestamp, reason, prior position.","","","","","","","","Pending"
"CLS0642","US19_CL_R2","US19","CL","Q01","S01","When two attendees join at the same timestamp, what deterministic tie-breaker should define waitlist order?","","","","","","","","Pending"
"CLS0643","US19_CL_R2","US19","CL","Q02","S01","If the first waitlisted attendee is ineligible when a place becomes available, should the system skip them automatically or require coordinator removal first?","","","","","","","","Pending"
"CLS0644","US19_CL_R2","US19","CL","Q03","S01","When an offer expires or is declined, should the system automatically offer the place to the next eligible attendee?","","","","","","","","Pending"
"CLS0645","US19_CL_R2","US19","CL","Q04","S01","During the 24-hour offer window, is the available place reserved for the notified attendee?","","","","","","","","Pending"
"CLS0646","US19_CL_R2","US19","CL","Q05","S01","What information must be recorded for coordinator removals beyond the reason, if any?","","","","","","","","Pending"
"CLS0647","US19_CL_R2","US19","CL","Q06","S01","[NEEDS CLARIFICATION] When two attendees join at the same timestamp, what deterministic tie-breaker should define waitlist order?","","","","","","","","Pending"
"CLS0648","US19_CL_R2","US19","CL","Q07","S01","[NEEDS CLARIFICATION] If the first waitlisted attendee is ineligible when a place becomes available, should the system skip them automatically or require coordinator removal first?","","","","","","","","Pending"
"CLS0649","US19_CL_R2","US19","CL","Q08","S01","[NEEDS CLARIFICATION] When an offer expires or is declined, should the system automatically offer the place to the next eligible attendee?","","","","","","","","Pending"
"CLS0650","US19_CL_R2","US19","CL","Q09","S01","[NEEDS CLARIFICATION] During the 24-hour offer window, is the available place reserved for the notified attendee?","","","","","","","","Pending"
"CLS0651","US19_CL_R2","US19","CL","Q10","S01","[NEEDS CLARIFICATION] What information must be recorded for coordinator removals beyond the reason, if any?","","","","","","","","Pending"
"CLS0652","US19_CL_R3","US19","CL","Q01","S01","Is the available-place offer workflow in scope for this feature, or should the feature stop at joining the waitlist?","","","","","","","","Pending"
"CLS0653","US19_CL_R3","US19","CL","Q02","S01","When a waitlist offer expires or is declined, should the system automatically offer the place to the next eligible attendee?","","","","","","","","Pending"
"CLS0654","US19_CL_R3","US19","CL","Q03","S01","If the first attendee on the waitlist is no longer eligible when a place becomes available, should the system skip them automatically or require coordinator removal first?","","","","","","","","Pending"
"CLS0655","US19_CL_R3","US19","CL","Q04","S01","How should ordering be resolved when two successful waitlist entries have the same timestamp?","","","","","","","","Pending"
"CLS0656","US19_CL_R3","US19","CL","Q05","S01","Is coordinator removal of duplicate or ineligible waitlist entries part of this feature’s required scope?","","","","","","","","Pending"
"CLS0657","US19_CL_R3","US19","CL","Q06","S01","[NEEDS CLARIFICATION] Is the available-place offer workflow in scope for this feature, or should the feature stop at joining the waitlist?","","","","","","","","Pending"
"CLS0658","US19_CL_R3","US19","CL","Q07","S01","[NEEDS CLARIFICATION] When a waitlist offer expires or is declined, should the system automatically offer the place to the next eligible attendee?","","","","","","","","Pending"
"CLS0659","US19_CL_R3","US19","CL","Q08","S01","[NEEDS CLARIFICATION] If the first attendee on the waitlist is no longer eligible when a place becomes available, should the system skip them automatically or require coordinator removal first?","","","","","","","","Pending"
"CLS0660","US19_CL_R3","US19","CL","Q09","S01","[NEEDS CLARIFICATION] How should ordering be resolved when two successful waitlist entries have the same timestamp?","","","","","","","","Pending"
"CLS0661","US19_CL_R3","US19","CL","Q10","S01","[NEEDS CLARIFICATION] Is coordinator removal of duplicate or ineligible waitlist entries part of this feature’s required scope?","","","","","","","","Pending"
"CLS0662","US19_CL_R4","US19","CL","Q01","S01","When a place becomes available, should the system only notify the first eligible waitlisted attendee, reserve the place for them, or immediately move them into enrollment pending acceptance? Options: Notify only / Reserve pending acceptance / Enroll pending confirmation","","","","","","","","Pending"
"CLS0663","US19_CL_R4","US19","CL","Q02","S01","What should happen when the first waitlisted attendee is no longer eligible when a place becomes available? Options: Skip to next eligible / Block until coordinator review / Remove automatically","","","","","","","","Pending"
"CLS0664","US19_CL_R4","US19","CL","Q03","S01","Should waitlist entries be unique per attendee and class? Options: Yes / No / Coordinator decides","","","","","","","","Pending"
"CLS0665","US19_CL_R4","US19","CL","Q04","S01","Who is allowed to remove waitlist entries? Options: Coordinator only / Attendee and coordinator / System automatically / Not supported","","","","","","","","Pending"
"CLS0666","US19_CL_R4","US19","CL","Q05","S01","Does a waitlist offer expire after a defined response window? Answer in <=5 words.","","","","","","","","Pending"
"CLS0667","US19_CL_R5","US19","CL","Q01","S01","When two attendees successfully join at the same timestamp, how should waitlist order be determined? Answer in <=5 words.","","","","","","","","Pending"
"CLS0668","US19_CL_R5","US19","CL","Q02","S01","If the first notified attendee’s 24-hour offer expires or is declined, should the system automatically offer the place to the next eligible attendee? Answer: Yes/No.","","","","","","","","Pending"
"CLS0669","US19_CL_R5","US19","CL","Q03","S01","What notification channel is required for available-place offers? Answer in <=5 words.","","","","","","","","Pending"
"CLS0670","US19_CL_R5","US19","CL","Q04","S01","What specific eligibility conditions must be checked before adding an attendee to the waitlist? Answer in <=5 words.","","","","","","","","Pending"
"CLS0671","US19_CL_R5","US19","CL","Q05","S01","After an attendee accepts an offer within 24 hours, is enrollment automatic or does a coordinator/system step still need to confirm it? Answer: Automatic/Requires confirmation.","","","","","","","","Pending"
"CLS0672","US19_CO_R1","US19","CO","Q01","S01","What defines an attendee as “eligible” for a training class? Answer in <=5 words.","","","","","","","","Pending"
"CLS0673","US19_CO_R1","US19","CO","Q02","S01","If a waitlist offer expires after 24 hours, should the system automatically offer the place to the next eligible attendee?","","","","","","","","Pending"
"CLS0674","US19_CO_R1","US19","CO","Q03","S01","How should ties be resolved when two attendees join at the same successful-entry timestamp?","","","","","","","","Pending"
"CLS0675","US19_CO_R1","US19","CO","Q04","S01","What notification channel is required for available-place offers?","","","","","","","","Pending"
"CLS0676","US19_CO_R1","US19","CO","Q05","S01","Are coordinator removals part of this feature scope, given the user story only covers attendees joining the waitlist?","","","","","","","","Pending"
"CLS0677","US19_CO_R1","US19","CO","Q06","S01","[NEEDS CLARIFICATION] If a waitlist offer expires after 24 hours, should the system automatically offer the place to the next eligible attendee?","","","","","","","","Pending"
"CLS0678","US19_CO_R1","US19","CO","Q07","S01","[NEEDS CLARIFICATION] How should ties be resolved when two attendees join at the same successful-entry timestamp?","","","","","","","","Pending"
"CLS0679","US19_CO_R1","US19","CO","Q08","S01","[NEEDS CLARIFICATION] What notification channel is required for available-place offers?","","","","","","","","Pending"
"CLS0680","US19_CO_R1","US19","CO","Q09","S01","[NEEDS CLARIFICATION] Are coordinator removals part of this feature scope, given the user story only covers attendees joining the waitlist?","","","","","","","","Pending"
"CLS0681","US19_CO_R2","US19","CO","Q01","S01","When the first waitlisted attendee is ineligible when a place becomes available, should the system skip to the next eligible attendee, require coordinator removal first, or stop until resolved?","","","","","","","","Pending"
"CLS0682","US19_CO_R2","US19","CO","Q02","S01","After an offer expires or is declined, should the attendee remain on the waitlist, be removed, or move to the end?","","","","","","","","Pending"
"CLS0683","US19_CO_R2","US19","CO","Q03","S01","What event should trigger notification: any increase in available places, coordinator action, cancellation of an enrolled attendee, or all of these?","","","","","","","","Pending"
"CLS0684","US19_CO_R2","US19","CO","Q04","S01","How should ties be resolved when two successful waitlist entries have the same timestamp?","","","","","","","","Pending"
"CLS0685","US19_CO_R2","US19","CO","Q05","S01","What notification channel is required for available-place offers? Answer in <=5 words.","","","","","","","","Pending"
"CLS0686","US19_CO_R2","US19","CO","Q06","S01","[NEEDS CLARIFICATION] When the first waitlisted attendee is ineligible when a place becomes available, should the system skip to the next eligible attendee, require coordinator removal first, or stop until resolved?","","","","","","","","Pending"
"CLS0687","US19_CO_R2","US19","CO","Q07","S01","[NEEDS CLARIFICATION] After an offer expires or is declined, should the attendee remain on the waitlist, be removed, or move to the end?","","","","","","","","Pending"
"CLS0688","US19_CO_R2","US19","CO","Q08","S01","[NEEDS CLARIFICATION] What event should trigger notification: any increase in available places, coordinator action, cancellation of an enrolled attendee, or all of these?","","","","","","","","Pending"
